contractSymbol,type,expiration,strike,lastTradeDate,lastTradeDateEDT,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,tenor_days,snap_date,max_tenor_for_strike,spot_price,relative_strike
META251205C00100000,call,2025-12-05,100.0,2025-12-03 20:05:41+00:00,2025-12-03 15:05:41 EST,544.75,569.45,574.3,0.0,0.0,9.0,49,17.429692053222663,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,14.849574194079329
META251205C00110000,call,2025-12-05,110.0,2025-12-04 20:58:28+00:00,2025-12-04 15:58:28 EST,551.5,559.45,564.3,0.0,0.0,6.0,10,16.546879829101563,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,16.334531613487265
META251205C00120000,call,2025-12-05,120.0,2025-12-04 20:58:28+00:00,2025-12-04 15:58:28 EST,541.57,549.4,554.3,0.0,0.0,7.0,9,15.75000015625,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,17.8194890328952
META251205C00130000,call,2025-12-05,130.0,2025-12-04 20:56:44+00:00,2025-12-04 15:56:44 EST,530.12,539.4,544.3,0.0,0.0,22.0,13,15.019531862792968,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,19.30444645230313
META251205C00140000,call,2025-12-05,140.0,2025-12-05 16:23:48+00:00,2025-12-05 11:23:48 EST,528.89,529.4,534.3,8.77002,1.6861532,1.0,13,14.35156353027344,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,20.789403871711063
META251205C00150000,call,2025-12-05,150.0,2025-12-01 16:57:05+00:00,2025-12-01 11:57:05 EST,493.56,519.4,524.3,0.0,0.0,,1,13.732423292236328,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,22.274361291118996
META251205C00160000,call,2025-12-05,160.0,2025-12-04 20:51:40+00:00,2025-12-04 15:51:40 EST,501.73,509.4,514.3,0.0,0.0,1.0,2,13.156251777343751,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,23.759318710526927
META251205C00170000,call,2025-12-05,170.0,2025-12-04 20:51:40+00:00,2025-12-04 15:51:40 EST,491.8,499.4,504.3,0.0,0.0,1.0,1,12.617189614257814,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,25.24427612993486
META251205C00180000,call,2025-12-05,180.0,2025-12-03 14:53:00+00:00,2025-12-03 09:53:00 EST,467.15,489.4,494.3,0.0,0.0,1.0,3,12.11328367919922,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,26.729233549342794
META251205C00190000,call,2025-12-05,190.0,2025-12-04 20:58:08+00:00,2025-12-04 15:58:08 EST,471.49,479.4,484.3,0.0,0.0,3.0,4,11.63672147705078,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,28.214190968750728
META251205C00200000,call,2025-12-05,200.0,2025-12-04 20:58:08+00:00,2025-12-04 15:58:08 EST,461.56,469.4,474.3,0.0,0.0,12.0,17,11.185549884033204,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,29.699148388158658
META251205C00210000,call,2025-12-05,210.0,2025-12-04 14:55:50+00:00,2025-12-04 09:55:50 EST,451.6,459.4,464.3,0.0,0.0,9.0,18,10.75781577636719,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,31.184105807566592
META251205C00220000,call,2025-12-05,220.0,2025-12-04 20:48:47+00:00,2025-12-04 15:48:47 EST,441.24,449.4,454.3,0.0,0.0,1.0,10,10.35156603027344,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,32.66906322697453
META251205C00230000,call,2025-12-05,230.0,2025-12-04 20:48:47+00:00,2025-12-04 15:48:47 EST,431.31,439.4,444.3,0.0,0.0,3.0,8,9.964847521972658,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,34.15402064638246
META251205C00240000,call,2025-12-05,240.0,2025-12-04 20:48:03+00:00,2025-12-04 15:48:03 EST,421.36,429.4,434.3,0.0,0.0,2.0,4,9.595707127685548,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,35.6389780657904
META251205C00250000,call,2025-12-05,250.0,2025-12-02 20:40:15+00:00,2025-12-02 15:40:15 EST,397.42,419.4,424.3,0.0,0.0,6.0,4,9.240238599853516,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,37.12393548519833
META251205C00260000,call,2025-12-05,260.0,2025-12-04 20:57:41+00:00,2025-12-04 15:57:41 EST,401.38,409.4,414.3,0.0,0.0,26.0,12,8.900395062255857,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,38.60889290460626
META251205C00270000,call,2025-12-05,270.0,2025-12-04 20:57:41+00:00,2025-12-04 15:57:41 EST,391.39,399.4,404.3,0.0,0.0,26.0,17,8.574223391113282,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,40.09385032401419
META251205C00280000,call,2025-12-05,280.0,2025-12-02 20:37:35+00:00,2025-12-02 15:37:35 EST,367.36,389.4,394.3,0.0,0.0,4.0,2,8.258793900756835,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,41.578807743422125
META251205C00290000,call,2025-12-05,290.0,2025-12-02 20:37:04+00:00,2025-12-02 15:37:04 EST,357.41,379.4,384.3,0.0,0.0,4.0,2,7.955078181152344,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,43.06376516283006
META251205C00300000,call,2025-12-05,300.0,2025-12-05 15:14:17+00:00,2025-12-05 10:14:17 EST,367.67,369.4,374.3,5.8900146,1.6280653,2.0,9,7.662109797363281,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,44.54872258223799
META251205C00310000,call,2025-12-05,310.0,2025-12-04 20:40:47+00:00,2025-12-04 15:40:47 EST,351.85,359.5,364.3,0.0,0.0,18.0,18,7.378907026367187,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,46.033680001645926
META251205C00320000,call,2025-12-05,320.0,2025-12-04 20:40:04+00:00,2025-12-04 15:40:04 EST,341.91,349.4,354.3,0.0,0.0,70.0,19,7.103516745605469,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,47.51863742105385
META251205C00330000,call,2025-12-05,330.0,2025-12-04 20:40:04+00:00,2025-12-04 15:40:04 EST,331.91,339.4,344.3,0.0,0.0,53.0,26,6.837892077636719,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,49.00359484046179
META251205C00340000,call,2025-12-05,340.0,2025-12-02 20:34:30+00:00,2025-12-02 15:34:30 EST,306.38,329.4,334.3,0.0,0.0,11.0,8,6.579103338623048,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,50.48855225986972
META251205C00350000,call,2025-12-05,350.0,2025-12-04 20:31:11+00:00,2025-12-04 15:31:11 EST,311.62,319.4,324.3,0.0,0.0,98.0,57,6.328127089843751,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,51.973509679277655
META251205C00360000,call,2025-12-05,360.0,2025-12-04 20:31:11+00:00,2025-12-04 15:31:11 EST,301.63,309.4,314.3,0.0,0.0,98.0,43,6.083986770019531,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,53.45846709868559
META251205C00370000,call,2025-12-05,370.0,2025-12-02 20:31:09+00:00,2025-12-02 15:31:09 EST,276.9,299.4,304.3,0.0,0.0,3.0,15,5.845705817871094,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,54.94342451809352
META251205C00380000,call,2025-12-05,380.0,2025-12-04 20:29:03+00:00,2025-12-04 15:29:03 EST,280.57,289.4,294.3,0.0,0.0,32.0,21,5.613284233398437,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,56.428381937501456
META251205C00390000,call,2025-12-05,390.0,2025-12-04 18:23:23+00:00,2025-12-04 13:23:23 EST,273.56,279.55,284.35,0.0,0.0,24.0,53,5.417971977539061,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,57.91333935690939
META251205C00400000,call,2025-12-05,400.0,2025-12-05 16:41:15+00:00,2025-12-05 11:41:15 EST,269.35,269.4,274.3,5.7400208,2.177467,1.0,11,5.166019167480468,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,59.398296776317316
META251205C00410000,call,2025-12-05,410.0,2025-12-04 18:17:53+00:00,2025-12-04 13:17:53 EST,253.68,259.4,264.3,0.0,0.0,3.0,9,4.9501991247558585,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,60.88325419572526
META251205C00420000,call,2025-12-05,420.0,2025-12-04 18:17:03+00:00,2025-12-04 13:17:03 EST,243.51,249.4,254.3,0.0,0.0,2.0,2,4.739261888427734,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,62.368211615133184
META251205C00430000,call,2025-12-05,430.0,2025-12-05 18:25:34+00:00,2025-12-05 13:25:34 EST,242.05,239.4,244.3,25.210007,11.626087,3.0,5,4.532230897216797,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,63.853169034541125
META251205C00440000,call,2025-12-05,440.0,2025-12-04 18:15:41+00:00,2025-12-04 13:15:41 EST,223.5,229.4,234.3,0.0,0.0,1.0,4,4.330082712402343,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,65.33812645394906
META251205C00450000,call,2025-12-05,450.0,2025-12-04 18:15:41+00:00,2025-12-04 13:15:41 EST,213.57,219.4,224.3,0.0,0.0,1.0,2,4.130864211425782,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,66.82308387335699
META251205C00460000,call,2025-12-05,460.0,2025-12-01 17:42:02+00:00,2025-12-01 12:42:02 EST,183.51,209.5,214.3,0.0,0.0,4.0,9,3.935547036132813,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,68.30804129276493
META251205C00465000,call,2025-12-05,465.0,2025-12-02 15:40:38+00:00,2025-12-02 10:40:38 EST,177.13,204.4,209.3,0.0,0.0,1.0,1,3.8398441503906247,True,REGULAR,USD,-1,2025-12-05,76,673.4199829101562,69.05052000246889
META251205C00470000,call,2025-12-05,470.0,2025-12-02 15:40:38+00:00,2025-12-02 10:40:38 EST,172.41,199.4,204.3,0.0,0.0,1.0,6,3.744141264648437,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,69.79299871217285
META251205C00480000,call,2025-12-05,480.0,2025-12-02 20:18:50+00:00,2025-12-02 15:18:50 EST,167.05,189.5,194.3,0.0,0.0,17.0,16,3.555665173339843,True,REGULAR,USD,-1,2025-12-05,776,673.4199829101562,71.2779561315808
META251205C00485000,call,2025-12-05,485.0,2025-12-04 18:13:12+00:00,2025-12-04 13:13:12 EST,178.54,184.4,189.3,0.0,0.0,22.0,12,3.4624036877441404,True,REGULAR,USD,-1,2025-12-05,76,673.4199829101562,72.02043484128475
