contractSymbol,type,expiration,strike,lastTradeDate,lastTradeDateEDT,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,tenor_days,snap_date,max_tenor_for_strike,spot_price,relative_strike
GOOG251205C00130000,call,2025-12-05,130.0,2025-12-01 14:36:27+00:00,2025-12-01 09:36:27 EST,188.5,186.3,189.4,40.399994,27.278862,1.0,4,4.278324964599609,True,REGULAR,USD,3,2025-12-01,780,317.9200134277344,40.89078840881151
GOOG251205C00135000,call,2025-12-05,135.0,2025-12-01 15:22:34+00:00,2025-12-01 10:22:34 EST,182.35,181.3,184.45,34.740005,23.534994,37.0,1,4.140629824218751,True,REGULAR,USD,3,2025-12-01,780,317.9200134277344,42.463511039919645
GOOG251205C00145000,call,2025-12-05,145.0,2025-12-01 15:22:34+00:00,2025-12-01 10:22:34 EST,172.42,171.3,174.1,29.220001,20.40503,37.0,10,3.6503914990234376,True,REGULAR,USD,3,2025-12-01,780,317.9200134277344,45.60895630213591
GOOG251205C00150000,call,2025-12-05,150.0,2025-12-01 15:25:04+00:00,2025-12-01 10:25:04 EST,167.39,166.3,169.4,1.1100006,0.6675491,2.0,302,3.658203979492188,True,REGULAR,USD,3,2025-12-01,780,317.9200134277344,47.18167893324405
GOOG251205C00155000,call,2025-12-05,155.0,2025-11-26 16:11:15+00:00,2025-11-26 11:11:15 EST,164.91,161.3,164.45,0.0,0.0,11.0,12,3.538575372314453,True,REGULAR,USD,3,2025-12-01,780,317.9200134277344,48.754401564352186
GOOG251205C00160000,call,2025-12-05,160.0,2025-12-01 15:25:04+00:00,2025-12-01 10:25:04 EST,157.46,156.3,159.4,32.390007,25.897503,2.0,5,3.378907802734375,True,REGULAR,USD,3,2025-12-01,780,317.9200134277344,50.327124195460314
GOOG251205C00165000,call,2025-12-05,165.0,2025-11-25 14:41:59+00:00,2025-11-25 09:41:59 EST,161.83,151.3,154.4,0.0,0.0,1.0,1,3.24511907470703,True,REGULAR,USD,3,2025-12-01,780,317.9200134277344,51.89984682656845
GOOG251205C00170000,call,2025-12-05,170.0,2025-11-28 16:19:19+00:00,2025-11-28 11:19:19 EST,148.65,146.3,149.5,0.0,0.0,4.0,10,3.155763829345703,True,REGULAR,USD,3,2025-12-01,780,317.9200134277344,53.47256945767659
GOOG251205C00180000,call,2025-12-05,180.0,2025-11-28 14:44:11+00:00,2025-11-28 09:44:11 EST,144.33,136.3,139.2,0.0,0.0,10.0,12,2.78760068725586,True,REGULAR,USD,3,2025-12-01,780,317.9200134277344,56.61801471989286
GOOG251205C00185000,call,2025-12-05,185.0,2025-12-01 15:41:49+00:00,2025-12-01 10:41:49 EST,132.36,131.3,134.35,-0.6300049,-0.47372347,3.0,19,2.729495363769531,True,REGULAR,USD,3,2025-12-01,780,317.9200134277344,58.190737351001
GOOG251205C00190000,call,2025-12-05,190.0,2025-12-01 15:40:27+00:00,2025-12-01 10:40:27 EST,126.98,126.35,129.3,-2.2300034,-1.7258751,1.0,7,2.594730075683594,True,REGULAR,USD,3,2025-12-01,780,317.9200134277344,59.763459982109126
GOOG251205C00195000,call,2025-12-05,195.0,2025-12-01 15:41:05+00:00,2025-12-01 10:41:05 EST,122.41,121.35,123.95,-6.5399933,-5.071728,2.0,27,2.3466838208007808,True,REGULAR,USD,3,2025-12-01,780,317.9200134277344,61.33618261321726
GOOG251205C00200000,call,2025-12-05,200.0,2025-12-01 15:40:27+00:00,2025-12-01 10:40:27 EST,117.05,117.15,118.65,-1.5699997,-1.3235539,1.0,47,2.106450046386718,True,REGULAR,USD,3,2025-12-01,780,317.9200134277344,62.908905244325396
GOOG251205C00205000,call,2025-12-05,205.0,2025-12-01 15:59:26+00:00,2025-12-01 10:59:26 EST,113.15,112.4,113.75,-0.76999664,-0.67591,3.0,7,1.587892685546875,True,REGULAR,USD,3,2025-12-01,745,317.9200134277344,64.48162787543353
GOOG251205C00210000,call,2025-12-05,210.0,2025-11-28 17:40:05+00:00,2025-11-28 12:40:05 EST,109.43,106.35,109.55,0.0,0.0,3.0,13,1.21875390625,True,REGULAR,USD,3,2025-12-01,780,317.9200134277344,66.05435050654167
