contractSymbol,type,expiration,strike,lastTradeDate,lastTradeDateEDT,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,tenor_days,snap_date,max_tenor_for_strike,spot_price,relative_strike
PLTR251205C00090000,call,2025-12-05,90.0,2025-12-05 19:10:31+00:00,2025-12-05 14:10:31 EST,90.76,91.35,92.6,2.4100037,2.7277913,2.0,40,6.2187522265625,True,REGULAR,USD,-1,2025-12-05,776,181.75999450683594,49.51584656689408
PLTR251205C00095000,call,2025-12-05,95.0,2025-12-05 19:49:38+00:00,2025-12-05 14:49:38 EST,86.65,86.4,87.65,3.9199982,4.7383027,61.0,199,5.95312755859375,True,REGULAR,USD,-1,2025-12-05,776,181.75999450683594,52.26672693172153
PLTR251205C00100000,call,2025-12-05,100.0,2025-12-05 16:48:08+00:00,2025-12-05 11:48:08 EST,79.75,81.25,83.1,1.9599991,2.5196028,56.0,175,5.92187759765625,True,REGULAR,USD,-1,2025-12-05,776,181.75999450683594,55.01760729654899
PLTR251205C00105000,call,2025-12-05,105.0,2025-12-05 19:59:25+00:00,2025-12-05 14:59:25 EST,77.0,75.7,77.95,4.449997,6.1336966,11.0,424,4.296879628906249,True,REGULAR,USD,-1,2025-12-05,776,181.75999450683594,57.76848766137643
PLTR251205C00110000,call,2025-12-05,110.0,2025-12-05 18:34:22+00:00,2025-12-05 13:34:22 EST,71.5,71.25,73.1,3.699997,5.4572225,19.0,201,5.07812865234375,True,REGULAR,USD,-1,2025-12-05,776,181.75999450683594,60.51936802620388
PLTR251205C00111000,call,2025-12-05,111.0,2025-12-05 18:34:22+00:00,2025-12-05 13:34:22 EST,70.52,70.3,72.15,3.2199936,4.784537,5.0,37,5.0976598779296864,True,REGULAR,USD,-1,2025-12-05,-1,181.75999450683594,61.06954409916937
PLTR251205C00112000,call,2025-12-05,112.0,2025-12-05 18:34:53+00:00,2025-12-05 13:34:53 EST,69.38,68.7,70.65,3.0299988,4.56669,6.0,34,5.66211229736328,True,REGULAR,USD,-1,2025-12-05,-1,181.75999450683594,61.61972017213486
PLTR251205C00113000,call,2025-12-05,113.0,2025-12-03 20:58:49+00:00,2025-12-03 15:58:49 EST,66.1,67.7,69.5,2.959999,4.6879935,2.0,34,5.373050158691405,True,REGULAR,USD,-1,2025-12-05,-1,181.75999450683594,62.169896245100354
PLTR251205C00114000,call,2025-12-05,114.0,2025-12-03 20:56:52+00:00,2025-12-03 15:56:52 EST,65.43,66.7,68.45,3.170002,5.0915546,3.0,11,5.216800354003905,True,REGULAR,USD,-1,2025-12-05,-1,181.75999450683594,62.720072318065846
PLTR251205C00115000,call,2025-12-05,115.0,2025-12-05 18:34:53+00:00,2025-12-05 13:34:53 EST,66.41,66.4,67.25,2.8100052,4.418247,1187.0,1249,3.640625898437501,True,REGULAR,USD,-1,2025-12-05,776,181.75999450683594,63.27024839103134
PLTR251205C00116000,call,2025-12-05,116.0,2025-12-05 15:45:55+00:00,2025-12-05 10:45:55 EST,64.2,64.7,66.35,1.5399971,2.4577036,2.0,3,4.904300744628905,True,REGULAR,USD,-1,2025-12-05,-1,181.75999450683594,63.820424463996815
PLTR251205C00117000,call,2025-12-05,117.0,2025-12-02 15:39:50+00:00,2025-12-02 10:39:50 EST,56.28,63.7,65.85,0.0,0.0,3.0,5,3.1250021875,True,REGULAR,USD,-1,2025-12-05,-1,181.75999450683594,64.37060053696231
PLTR251205C00118000,call,2025-12-05,118.0,2025-12-03 14:54:49+00:00,2025-12-03 09:54:49 EST,52.83,62.7,64.5,0.0,0.0,1.0,1,4.95312880859375,True,REGULAR,USD,-1,2025-12-05,-1,181.75999450683594,64.9207766099278
PLTR251205C00120000,call,2025-12-05,120.0,2025-12-05 18:54:53+00:00,2025-12-05 13:54:53 EST,61.32,60.85,62.7,3.709999,6.4398527,12.0,28,2.93750265625,True,REGULAR,USD,-1,2025-12-05,776,181.75999450683594,66.02112875585878
PLTR251205C00121000,call,2025-12-05,121.0,2025-12-05 14:40:55+00:00,2025-12-05 09:40:55 EST,56.9,59.7,61.6,10.060001,21.477373,2.0,1,4.832035209960937,True,REGULAR,USD,-1,2025-12-05,-1,181.75999450683594,66.57130482882427
PLTR251205C00122000,call,2025-12-05,122.0,2025-12-05 15:54:27+00:00,2025-12-05 10:54:27 EST,58.51,58.7,60.35,12.629997,27.528328,2.0,1,4.429691962890624,True,REGULAR,USD,-1,2025-12-05,-1,181.75999450683594,67.12148090178977
PLTR251205C00123000,call,2025-12-05,123.0,2025-12-03 18:08:58+00:00,2025-12-03 13:08:58 EST,50.93,57.7,60.0,0.0,0.0,4.0,3,3.27343931640625,True,REGULAR,USD,-1,2025-12-05,-1,181.75999450683594,67.67165697475525
PLTR251205C00124000,call,2025-12-05,124.0,2025-12-03 18:59:28+00:00,2025-12-03 13:59:28 EST,49.69,56.7,58.85,0.0,0.0,9.0,3,2.7343781640625,True,REGULAR,USD,-1,2025-12-05,-1,181.75999450683594,68.22183304772074
PLTR251205C00125000,call,2025-12-05,125.0,2025-12-05 19:14:34+00:00,2025-12-05 14:14:34 EST,56.39,55.9,57.55,4.6499977,8.987239,8.0,152,4.451176311035156,True,REGULAR,USD,-1,2025-12-05,776,181.75999450683594,68.77200912068623
PLTR251205C00126000,call,2025-12-05,126.0,2025-12-05 20:00:39+00:00,2025-12-05 15:00:39 EST,55.92,55.25,56.85,9.73,21.065165,4.0,2,3.640625898437501,True,REGULAR,USD,-1,2025-12-05,-1,181.75999450683594,69.32218519365172
PLTR251205C00128000,call,2025-12-05,128.0,2025-12-04 20:41:47+00:00,2025-12-04 15:41:47 EST,49.6,52.7,54.85,0.0,0.0,4.0,13,2.531253671875,True,REGULAR,USD,-1,2025-12-05,-1,181.75999450683594,70.4225373395827
PLTR251205C00129000,call,2025-12-05,129.0,2025-12-04 15:04:12+00:00,2025-12-04 10:04:12 EST,46.69,51.7,53.85,0.0,0.0,2.0,1,2.468753828125,True,REGULAR,USD,-1,2025-12-05,-1,181.75999450683594,70.97271341254819
PLTR251205C00130000,call,2025-12-05,130.0,2025-12-05 19:43:46+00:00,2025-12-05 14:43:46 EST,51.89,51.25,52.6,4.09,8.583421,22.0,42,3.093752265625,True,REGULAR,USD,-1,2025-12-05,776,181.75999450683594,71.52288948551367
PLTR251205C00132000,call,2025-12-05,132.0,2025-12-04 17:45:16+00:00,2025-12-04 12:45:16 EST,46.08,48.7,50.85,0.0,0.0,4.0,1,2.328129179687499,True,REGULAR,USD,-1,2025-12-05,-1,181.75999450683594,72.62324163144466
